,Date,connection,population,actual_limit,factor,consumption
4763,2019-01-26 00:00:00,4516,21672,2925720,1.1871514671813466,3473272
4764,2019-01-27 00:00:00,4516,21672,2925720,1.1246157042504918,3290310
4765,2019-01-28 00:00:00,4517,21677,2926395,1.1391546284605814,3333616
4766,2019-01-29 00:00:00,4518,21681,2926935,1.1232795391087826,3287766
4767,2019-01-30 00:00:00,4520,21691,2928285,1.143080518988091,3347265
4768,2019-01-31 00:00:00,4522,21701,2929635,1.167167455518352,3419374
4769,2019-02-01 00:00:00,4522,21701,2929635,1.1416552815142789,3344633
4770,2019-02-02 00:00:00,4522,21701,2929635,1.1939066021827964,3497710
4771,2019-02-03 00:00:00,4524,21710,2930850,1.168862539898962,3425760
4772,2019-02-04 00:00:00,4524,21710,2930850,1.1284424496881007,3307295
4773,2019-02-05 00:00:00,4524,21710,2930850,1.1361101294700202,3329768
4774,2019-02-06 00:00:00,4525,21715,2931525,1.1576983319861105,3393821
4775,2019-02-07 00:00:00,4526,21720,2932200,1.132729729228843,3321390
4776,2019-02-08 00:00:00,4526,21720,2932200,1.1890508371361768,3486534
4777,2019-02-09 00:00:00,4527,21725,2932875,1.1543070138407237,3385438
4778,2019-02-10 00:00:00,4528,21729,2933415,1.1807228173452065,3463550
4779,2019-02-11 00:00:00,4529,21734,2934090,1.1861905242255726,3480389
4780,2019-02-12 00:00:00,4530,21739,2934765,1.1964235365905325,3511221
4781,2019-02-13 00:00:00,4530,21739,2934765,1.1221755512223286,3293321
4782,2019-02-14 00:00:00,4531,21744,2935440,1.2032927986133155,3532193
4783,2019-02-15 00:00:00,4531,21744,2935440,1.1885725886595837,3488983
4784,2019-02-16 00:00:00,4531,21744,2935440,1.2040577922050844,3534439
4785,2019-02-17 00:00:00,4535,21763,2938005,1.1167645133643005,3281059
4786,2019-02-18 00:00:00,4536,21768,2938680,1.1496738035868228,3378523
4787,2019-02-19 00:00:00,4536,21768,2938680,1.1257096124425328,3308100
4788,2019-02-20 00:00:00,4536,21768,2938680,1.1517524888153257,3384632
4789,2019-02-21 00:00:00,4537,21773,2939355,1.1249697607192166,3306685
4790,2019-02-22 00:00:00,4537,21773,2939355,1.1345043962453971,3334711
4791,2019-02-23 00:00:00,4537,21773,2939355,1.1784795982131262,3463969
4792,2019-02-24 00:00:00,4538,21777,2939895,1.1253502536078974,3308411
4793,2019-02-25 00:00:00,4539,21782,2940570,1.1668565718932458,3431223
4794,2019-02-26 00:00:00,4539,21782,2940570,1.1781794248079085,3464519
4795,2019-02-27 00:00:00,4540,21787,2941245,1.1610493226498786,3414930
4796,2019-02-28 00:00:00,4540,21787,2941245,1.1955040859069936,3516270
4797,2019-03-01 00:00:00,4542,21797,2942595,1.174583046297711,3456322
4798,2019-03-02 00:00:00,4542,21797,2942595,1.1299715923759166,3325048
4799,2019-03-03 00:00:00,4542,21797,2942595,1.164766246125808,3427435
4800,2019-03-04 00:00:00,4544,21806,2943810,1.1629374017917915,3423466
4801,2019-03-05 00:00:00,4545,21811,2944485,1.1971883227698554,3525103
4802,2019-03-06 00:00:00,4546,21816,2945160,1.1956373461541543,3521343
4803,2019-03-07 00:00:00,4547,21821,2945835,1.171522650984363,3451112
4804,2019-03-08 00:00:00,4547,21821,2945835,1.1370798359519338,3349649
4805,2019-03-09 00:00:00,4547,21821,2945835,1.1806783349803518,3478083
4806,2019-03-10 00:00:00,4547,21821,2945835,1.1943756949791824,3518433
4807,2019-03-11 00:00:00,4547,21821,2945835,1.1734135622280828,3456682
4808,2019-03-12 00:00:00,4548,21825,2946375,1.1225865927853391,3307561
4809,2019-03-13 00:00:00,4549,21830,2947050,1.181925153516212,3483192
4810,2019-03-14 00:00:00,4549,21830,2947050,1.1330351192874153,3339111
4811,2019-03-15 00:00:00,4550,21835,2947725,1.1895582370128774,3506490
4812,2019-03-16 00:00:00,4550,21835,2947725,1.186684060188387,3498018
4813,2019-03-17 00:00:00,4550,21835,2947725,1.1445822615239096,3373913
4814,2019-03-18 00:00:00,4551,21840,2948400,1.1715888681807631,3454312
4815,2019-03-19 00:00:00,4552,21845,2949075,1.1257977912353223,3320062
4816,2019-03-20 00:00:00,4553,21849,2949615,1.1876566041103291,3503129
4817,2019-03-21 00:00:00,4553,21849,2949615,1.1512562282068588,3395762
4818,2019-03-22 00:00:00,4554,21854,2950290,1.1595446826212732,3420993
4819,2019-03-23 00:00:00,4555,21859,2950965,1.1383780942887054,3359313
4820,2019-03-24 00:00:00,4555,21859,2950965,1.1174649920035624,3297600
4821,2019-03-25 00:00:00,4557,21869,2952315,1.1933687614505382,3523200
4822,2019-03-26 00:00:00,4559,21878,2953530,1.2030886743065206,3553358
4823,2019-03-27 00:00:00,4561,21888,2954880,1.1792896199511715,3484659
4824,2019-03-28 00:00:00,4562,21893,2955555,1.1844554175674964,3500723
4825,2019-03-29 00:00:00,4563,21897,2956095,1.1815822412127874,3492869
4826,2019-03-30 00:00:00,4564,21902,2956770,1.1342471969607717,3353708
4827,2019-03-31 00:00:00,4564,21902,2956770,1.1291805145324203,3338727
4828,2019-04-01 00:00:00,4565,21907,2957445,1.1628939582622468,3439194
4829,2019-04-02 00:00:00,4565,21907,2957445,1.1188959868026362,3309073
4830,2019-04-03 00:00:00,4566,21912,2958120,1.137860140760767,3365926
4831,2019-04-04 00:00:00,4566,21912,2958120,1.1571128225879896,3422878
4832,2019-04-05 00:00:00,4566,21912,2958120,1.1878259743373516,3513731
4833,2019-04-06 00:00:00,4567,21917,2958795,1.1620618524605786,3438302
4834,2019-04-07 00:00:00,4567,21917,2958795,1.117336705394525,3305970
4835,2019-04-08 00:00:00,4568,21921,2959335,1.141474679973884,3378005
4836,2019-04-09 00:00:00,4568,21921,2959335,1.1899338088700042,3521412
4837,2019-04-10 00:00:00,4568,21921,2959335,1.183544866823513,3502505
4838,2019-04-11 00:00:00,4569,21926,2960010,1.1863872196584706,3511718
4839,2019-04-12 00:00:00,4569,21926,2960010,1.1157067240240195,3302503
4840,2019-04-13 00:00:00,4570,21931,2960685,1.1766423160204138,3483667
4841,2019-04-14 00:00:00,4571,21936,2961360,1.1917401540550172,3529171
4842,2019-04-15 00:00:00,4571,21936,2961360,1.146825089463763,3396161
4843,2019-04-16 00:00:00,4571,21936,2961360,1.127769922878265,3339732
4844,2019-04-17 00:00:00,4572,21941,2962035,1.127916573954389,3340928
4845,2019-04-18 00:00:00,4572,21941,2962035,1.169614693055253,3464439
4846,2019-04-19 00:00:00,4572,21941,2962035,1.1411149605768065,3380022
4847,2019-04-20 00:00:00,4572,21941,2962035,1.1782919154086546,3490141
4848,2019-04-21 00:00:00,4573,21945,2962575,1.1215604332198374,3322706
4849,2019-04-22 00:00:00,4574,21950,2963250,1.1577204482005972,3430615
4850,2019-04-23 00:00:00,4574,21950,2963250,1.1834270601964887,3506790
4851,2019-04-24 00:00:00,4575,21955,2963925,1.170223384050184,3468454
4852,2019-04-25 00:00:00,4575,21955,2963925,1.1819012573184544,3503066
4853,2019-04-26 00:00:00,4577,21965,2965275,1.1866313042495251,3518688
4854,2019-04-27 00:00:00,4577,21965,2965275,1.1561805914123864,3428393
4855,2019-04-28 00:00:00,4577,21965,2965275,1.1727942889891123,3477657
4856,2019-04-29 00:00:00,4579,21974,2966490,1.1439621067400214,3393552
4857,2019-04-30 00:00:00,4580,21979,2967165,1.137605491127116,3375463
4858,2019-05-01 00:00:00,4580,21979,2967165,1.1720852756919709,3477770
4859,2019-05-02 00:00:00,4580,21979,2967165,1.1689623487624023,3468504
4860,2019-05-03 00:00:00,4581,21984,2967840,1.2259860052569518,3638530
4861,2019-05-04 00:00:00,4581,21984,2967840,1.2235803426419078,3631390
4862,2019-05-05 00:00:00,4581,21984,2967840,1.225301328263382,3636498
4863,2019-05-06 00:00:00,4582,21989,2968515,1.217578213261214,3614399
4864,2019-05-07 00:00:00,4582,21989,2968515,1.2080065600766308,3585985
4865,2019-05-08 00:00:00,4583,21993,2969055,1.231612038448763,3656723
4866,2019-05-09 00:00:00,4584,21998,2969730,1.1816266315091568,3509112
4867,2019-05-10 00:00:00,4584,21998,2969730,1.1912948602961348,3537824
4868,2019-05-11 00:00:00,4585,22003,2970405,1.192454452343871,3542072
4869,2019-05-12 00:00:00,4585,22003,2970405,1.2213651452173646,3627949
4870,2019-05-13 00:00:00,4586,22008,2971080,1.2156050446458926,3611659
4871,2019-05-14 00:00:00,4586,22008,2971080,1.2402657228689955,3684928
4872,2019-05-15 00:00:00,4587,22013,2971755,1.2036566217639602,3576972
4873,2019-05-16 00:00:00,4587,22013,2971755,1.2317098881976127,3660340
4874,2019-05-17 00:00:00,4588,22017,2972295,1.1892500159575785,3534801
4875,2019-05-18 00:00:00,4588,22017,2972295,1.2222440560687082,3632869
4876,2019-05-19 00:00:00,4590,22027,2973645,1.2195486484423967,3626504
4877,2019-05-20 00:00:00,4590,22027,2973645,1.2067662758448665,3588494
4878,2019-05-21 00:00:00,4591,22032,2974320,1.1952052324118894,3554922
4879,2019-05-22 00:00:00,4591,22032,2974320,1.159020354459406,3447297
4880,2019-05-23 00:00:00,4592,22037,2974995,1.1899833288790869,3540194
4881,2019-05-24 00:00:00,4592,22037,2974995,1.1797163817799263,3509650
4882,2019-05-25 00:00:00,4592,22037,2974995,1.222675460469286,3637453
4883,2019-05-26 00:00:00,4593,22041,2975535,1.214170964081147,3612808
4884,2019-05-27 00:00:00,4593,22041,2975535,1.2219620838229417,3635990
4885,2019-05-28 00:00:00,4593,22041,2975535,1.189157544033665,3538379
4886,2019-05-29 00:00:00,4594,22046,2976210,1.2188961687410669,3627690
4887,2019-05-30 00:00:00,4595,22051,2976885,1.19207872701594,3548681
4888,2019-05-31 00:00:00,4595,22051,2976885,1.1760185436590005,3500871
4889,2019-06-01 00:00:00,4596,22056,2977560,1.221340199363112,3636613
4890,2019-06-02 00:00:00,4597,22061,2978235,1.161942565204344,3460538
4891,2019-06-03 00:00:00,4598,22065,2978775,1.1746506014435705,3499019
4892,2019-06-04 00:00:00,4599,22070,2979450,1.192034599963917,3551607
4893,2019-06-05 00:00:00,4599,22070,2979450,1.1766109996982752,3505653
4894,2019-06-06 00:00:00,4602,22084,2981340,1.2280377299112808,3661198
4895,2019-06-07 00:00:00,4602,22084,2981340,1.1870546107910718,3539013
4896,2019-06-08 00:00:00,4602,22084,2981340,1.191191051050294,3551345
4897,2019-06-09 00:00:00,4602,22084,2981340,1.1802524604394156,3518733
4898,2019-06-10 00:00:00,4603,22089,2982015,1.1819375718737335,3524555
4899,2019-06-11 00:00:00,4604,22094,2982690,1.238025187890275,3692645
4900,2019-06-12 00:00:00,4604,22094,2982690,1.1845619081553402,3533180
4901,2019-06-13 00:00:00,4604,22094,2982690,1.175781176204935,3506990
4902,2019-06-14 00:00:00,4604,22094,2982690,1.1675922007323636,3482565
4903,2019-06-15 00:00:00,4605,22099,2983365,1.1905182884184249,3551750
4904,2019-06-16 00:00:00,4606,22104,2984040,1.2144921681937204,3624093
4905,2019-06-17 00:00:00,4607,22108,2984580,1.2369529647437936,3691785
4906,2019-06-18 00:00:00,4609,22118,2985930,1.2165762353182223,3632611
4907,2019-06-19 00:00:00,4611,22128,2987280,1.2378016901157494,3697660
4908,2019-06-20 00:00:00,4611,22128,2987280,1.2174811372252656,3636957
4909,2019-06-21 00:00:00,4611,22128,2987280,1.2438026388739447,3715586
4910,2019-06-22 00:00:00,4611,22128,2987280,1.1665094030993548,3484690
4911,2019-06-23 00:00:00,4613,22137,2988495,1.1552842949529272,3452561
4912,2019-06-24 00:00:00,4613,22137,2988495,1.1565049634880715,3456209
4913,2019-06-25 00:00:00,4613,22137,2988495,1.2288222353856375,3672329
4914,2019-06-26 00:00:00,4614,22142,2989170,1.2001115479241853,3587337
4915,2019-06-27 00:00:00,4614,22142,2989170,1.185932362835413,3544953
4916,2019-06-28 00:00:00,4615,22147,2989845,1.15977908699929,3467559
4917,2019-06-29 00:00:00,4615,22147,2989845,1.214520790771839,3631228
4918,2019-06-30 00:00:00,4616,22152,2990520,1.1943819825417794,3571823
4919,2019-07-01 00:00:00,4617,22156,2991060,1.1750579336621372,3514668
4920,2019-07-02 00:00:00,4618,22161,2991735,1.1826472347642614,3538167
4921,2019-07-03 00:00:00,4619,22166,2992410,1.1770214416120466,3522130
4922,2019-07-04 00:00:00,4620,22171,2993085,1.215859500252633,3639170
4923,2019-07-05 00:00:00,4620,22171,2993085,1.2258435030827164,3669053
4924,2019-07-06 00:00:00,4621,22176,2993760,1.2212465515761652,3656119
4925,2019-07-07 00:00:00,4621,22176,2993760,1.163765190020801,3484033
4926,2019-07-08 00:00:00,4624,22190,2995650,1.1959258293352928,3582575
4927,2019-07-09 00:00:00,4625,22195,2996325,1.1652032923796267,3491327
4928,2019-07-10 00:00:00,4625,22195,2996325,1.1955791741035802,3582343
4929,2019-07-11 00:00:00,4626,22200,2997000,1.2273494847745354,3678366
4930,2019-07-12 00:00:00,4626,22200,2997000,1.160729542508263,3478706
4931,2019-07-13 00:00:00,4626,22200,2997000,1.2117530611072465,3631623
4932,2019-07-14 00:00:00,4627,22204,2997540,1.18025229195528,3537853
4933,2019-07-15 00:00:00,4628,22209,2998215,1.188574076252533,3563600
4934,2019-07-16 00:00:00,4628,22209,2998215,1.1840640125505622,3550078
4935,2019-07-17 00:00:00,4628,22209,2998215,1.1835375549929037,3548500
4936,2019-07-18 00:00:00,4629,22214,2998890,1.1581168713832264,3473065
4937,2019-07-19 00:00:00,4629,22214,2998890,1.1681994104769025,3503301
4938,2019-07-20 00:00:00,4630,22219,2999565,1.198249418098441,3594227
4939,2019-07-21 00:00:00,4630,22219,2999565,1.1555206047590307,3466059
4940,2019-07-22 00:00:00,4630,22219,2999565,1.1782616561581858,3534272
4941,2019-07-23 00:00:00,4630,22219,2999565,1.1852280919831943,3555168
4942,2019-07-24 00:00:00,4631,22224,3000240,1.2098702514950164,3629901
4943,2019-07-25 00:00:00,4633,22233,3001455,1.2236661398132689,3672778
4944,2019-07-26 00:00:00,4635,22243,3002805,1.174570381497586,3527005
4945,2019-07-27 00:00:00,4635,22243,3002805,1.2117431517477522,3638628
4946,2019-07-28 00:00:00,4635,22243,3002805,1.18860321781455,3569143
4947,2019-07-29 00:00:00,4637,22252,3004020,1.1845043388287937,3558274
4948,2019-07-30 00:00:00,4637,22252,3004020,1.20932728646653,3632843
4949,2019-07-31 00:00:00,4638,22257,3004695,1.157334103743146,3477435
4950,2019-08-01 00:00:00,4638,22257,3004695,1.2000423535202085,3605761
4951,2019-08-02 00:00:00,4639,22262,3005370,1.1677053239165809,3509386
4952,2019-08-03 00:00:00,4640,22267,3006045,1.216907695068692,3658079
4953,2019-08-04 00:00:00,4640,22267,3006045,1.1831546422804806,3556616
4954,2019-08-05 00:00:00,4642,22276,3007260,1.2079081789031971,3632493
4955,2019-08-06 00:00:00,4642,22276,3007260,1.2230944525009573,3678163
4956,2019-08-07 00:00:00,4644,22286,3008610,1.1637491042980102,3501267
4957,2019-08-08 00:00:00,4644,22286,3008610,1.2159938467179103,3658451
4958,2019-08-09 00:00:00,4645,22291,3009285,1.1564150680622338,3479982
4959,2019-08-10 00:00:00,4646,22296,3009960,1.241048029425316,3735504
4960,2019-08-11 00:00:00,4647,22300,3010500,1.2181018887665984,3667095
4961,2019-08-12 00:00:00,4647,22300,3010500,1.2107116234120583,3644847
4962,2019-08-13 00:00:00,4648,22305,3011175,1.2117460531121498,3648779
4963,2019-08-14 00:00:00,4649,22310,3011850,1.2408636399626198,3737295
4964,2019-08-15 00:00:00,4649,22310,3011850,1.209196586648548,3641918
4965,2019-08-16 00:00:00,4649,22310,3011850,1.2002493698123906,3614971
4966,2019-08-17 00:00:00,4651,22320,3013200,1.2162512323265455,3664808
4967,2019-08-18 00:00:00,4651,22320,3013200,1.157797067973808,3488674
4968,2019-08-19 00:00:00,4651,22320,3013200,1.175163519576682,3541002
4969,2019-08-20 00:00:00,4652,22324,3013740,1.222928187934052,3685587
4970,2019-08-21 00:00:00,4652,22324,3013740,1.2100988716943142,3646923
4971,2019-08-22 00:00:00,4654,22334,3015090,1.2036210216718997,3629025
4972,2019-08-23 00:00:00,4654,22334,3015090,1.2091992373131568,3645844
4973,2019-08-24 00:00:00,4654,22334,3015090,1.1824532669314742,3565203
4974,2019-08-25 00:00:00,4655,22339,3015765,1.2211675324387214,3682754
4975,2019-08-26 00:00:00,4656,22344,3016440,1.2437737036133447,3751768
4976,2019-08-27 00:00:00,4657,22348,3016980,1.1624617496474308,3507123
4977,2019-08-28 00:00:00,4657,22348,3016980,1.237144172603679,3732439
4978,2019-08-29 00:00:00,4658,22353,3017655,1.2202508490630255,3682296
4979,2019-08-30 00:00:00,4658,22353,3017655,1.163596360570889,3511332
4980,2019-08-31 00:00:00,4658,22353,3017655,1.130701656409062,3412067
4981,2019-09-01 00:00:00,4659,22358,3018330,1.119597150270075,3379313
4982,2019-09-02 00:00:00,4660,22363,3019005,1.061973262798868,3206102
4983,2019-09-03 00:00:00,4660,22363,3019005,1.0864061157302507,3279865
4984,2019-09-04 00:00:00,4661,22368,3019680,1.1294390870483575,3410544
4985,2019-09-05 00:00:00,4662,22372,3020220,1.105203671153742,3337958
4986,2019-09-06 00:00:00,4662,22372,3020220,1.087513438587179,3284529
4987,2019-09-07 00:00:00,4662,22372,3020220,1.0963503962433625,3311219
4988,2019-09-08 00:00:00,4662,22372,3020220,1.1326564796261025,3420871
4989,2019-09-09 00:00:00,4663,22377,3020895,1.0640757757303445,3214461
4990,2019-09-10 00:00:00,4663,22377,3020895,1.1050035614695797,3338099
4991,2019-09-11 00:00:00,4664,22382,3021570,1.124972359989303,3399182
4992,2019-09-12 00:00:00,4665,22387,3022245,1.070643080901149,3235745
4993,2019-09-13 00:00:00,4667,22396,3023460,1.0726085256120428,3242988
4994,2019-09-14 00:00:00,4668,22401,3024135,1.0605275169495652,3207178
4995,2019-09-15 00:00:00,4670,22411,3025485,1.118571164668294,3384220
4996,2019-09-16 00:00:00,4670,22411,3025485,1.1116339979102754,3363231
4997,2019-09-17 00:00:00,4670,22411,3025485,1.0505268528799876,3178353
4998,2019-09-18 00:00:00,4671,22416,3026160,1.0854204224465112,3284655
4999,2019-09-19 00:00:00,4673,22425,3027375,1.0618742329194508,3214691
5000,2019-09-20 00:00:00,4673,22425,3027375,1.1239287198322052,3402553
5001,2019-09-21 00:00:00,4674,22430,3028050,1.128168997696224,3416152
5002,2019-09-22 00:00:00,4674,22430,3028050,1.0875088982800387,3293031
5003,2019-09-23 00:00:00,4675,22435,3028725,1.0999450105920847,3331430
5004,2019-09-24 00:00:00,4677,22444,3029940,1.0627549439594852,3220083
5005,2019-09-25 00:00:00,4677,22444,3029940,1.0477055213108095,3174484
5006,2019-09-26 00:00:00,4678,22449,3030615,1.1153100682938897,3380075
5007,2019-09-27 00:00:00,4679,22454,3031290,1.0467471649258249,3172994
5008,2019-09-28 00:00:00,4680,22459,3031965,1.0977132202439843,3328228
5009,2019-09-29 00:00:00,4680,22459,3031965,1.0820030545741346,3280595
5010,2019-09-30 00:00:00,4681,22464,3032640,1.1056714583040663,3353103
5011,2019-10-01 00:00:00,4681,22464,3032640,1.0491005333344834,3181544
5012,2019-10-02 00:00:00,4682,22468,3033180,1.0968010126033922,3326794
5013,2019-10-03 00:00:00,4682,22468,3033180,1.0476265930031794,3177640
5014,2019-10-04 00:00:00,4682,22468,3033180,1.0903888654568743,3307345
5015,2019-10-05 00:00:00,4682,22468,3033180,1.0437413773256596,3165855
5016,2019-10-06 00:00:00,4682,22468,3033180,1.112171289632386,3373415
5017,2019-10-07 00:00:00,4683,22473,3033855,1.09969197610774,3336306
5018,2019-10-08 00:00:00,4684,22478,3034530,1.0599435223907083,3216430
5019,2019-10-09 00:00:00,4685,22483,3035205,1.0878948720274777,3301983
5020,2019-10-10 00:00:00,4685,22483,3035205,1.072925182787861,3256547
5021,2019-10-11 00:00:00,4685,22483,3035205,1.0553553058369811,3203219
5022,2019-10-12 00:00:00,4685,22483,3035205,1.1171128208447405,3390666
5023,2019-10-13 00:00:00,4686,22488,3035880,1.0635496916943177,3228809
5024,2019-10-14 00:00:00,4686,22488,3035880,1.119155117581485,3397620
5025,2019-10-15 00:00:00,4687,22492,3036420,1.1037171609841272,3351348
5026,2019-10-16 00:00:00,4688,22497,3037095,1.0640024596315325,3231476
5027,2019-10-17 00:00:00,4690,22507,3038445,1.1022283825759047,3349060
5028,2019-10-18 00:00:00,4690,22507,3038445,1.0693195090182792,3249068
5029,2019-10-19 00:00:00,4691,22512,3039120,1.1107568340814786,3375723
5030,2019-10-20 00:00:00,4691,22512,3039120,1.0895434103995625,3311253
5031,2019-10-21 00:00:00,4692,22516,3039660,1.103373656496357,3353880
5032,2019-10-22 00:00:00,4692,22516,3039660,1.1271298052274543,3426091
5033,2019-10-23 00:00:00,4692,22516,3039660,1.0962572562878412,3332249
5034,2019-10-24 00:00:00,4692,22516,3039660,1.1251368590077753,3420033
5035,2019-10-25 00:00:00,4693,22521,3040335,1.0493497360219195,3190374
5036,2019-10-26 00:00:00,4693,22521,3040335,1.1012379280187303,3348132
5037,2019-10-27 00:00:00,4693,22521,3040335,1.073574276586564,3264025
5038,2019-10-28 00:00:00,4694,22526,3041010,1.088346777449192,3309673
5039,2019-10-29 00:00:00,4694,22526,3041010,1.077480990519164,3276630
5040,2019-10-30 00:00:00,4695,22531,3041685,1.0890746137332126,3312621
5041,2019-10-31 00:00:00,4697,22540,3042900,1.087883211718521,3310319
5042,2019-11-01 00:00:00,4697,22540,3042900,1.0458433269884837,3182396
5043,2019-11-02 00:00:00,4698,22545,3043575,1.0902542650703448,3318270
5044,2019-11-03 00:00:00,4698,22545,3043575,1.0760814697507528,3275134
5045,2019-11-04 00:00:00,4698,22545,3043575,1.0815578463863669,3291802
5046,2019-11-05 00:00:00,4699,22550,3044250,1.0536617534844983,3207609
5047,2019-11-06 00:00:00,4699,22550,3044250,1.1205694732325278,3411293
5048,2019-11-07 00:00:00,4699,22550,3044250,1.083058433212334,3297100
5049,2019-11-08 00:00:00,4699,22550,3044250,1.0630547311062757,3236204
5050,2019-11-09 00:00:00,4700,22555,3044925,1.1000445701284254,3349553
5051,2019-11-10 00:00:00,4701,22560,3045600,1.1174272127193452,3403236
5052,2019-11-11 00:00:00,4701,22560,3045600,1.051133274445927,3201331
5053,2019-11-12 00:00:00,4702,22564,3046140,1.0441105700543591,3180506
5054,2019-11-13 00:00:00,4702,22564,3046140,1.0927986014465512,3328817
5055,2019-11-14 00:00:00,4702,22564,3046140,1.0917439239463105,3325604
5056,2019-11-15 00:00:00,4702,22564,3046140,1.0654037422685014,3245368
5057,2019-11-16 00:00:00,4703,22569,3046815,1.051502737632816,3203734
5058,2019-11-17 00:00:00,4703,22569,3046815,1.073203443990124,3269852
5059,2019-11-18 00:00:00,4704,22574,3047490,1.0536124707337908,3210873
5060,2019-11-19 00:00:00,4704,22574,3047490,1.1158819791865833,3400639
5061,2019-11-20 00:00:00,4704,22574,3047490,1.122549880137577,3420959
5062,2019-11-21 00:00:00,4704,22574,3047490,1.052670754547237,3208003
5063,2019-11-22 00:00:00,4704,22574,3047490,1.0475268061927303,3192327
5064,2019-11-23 00:00:00,4705,22579,3048165,1.0629779140758626,3240132
5065,2019-11-24 00:00:00,4706,22584,3048840,1.1117656678381913,3389595
5066,2019-11-25 00:00:00,4706,22584,3048840,1.056011484411154,3219610
5067,2019-11-26 00:00:00,4706,22584,3048840,1.0445349159175727,3184619
5068,2019-11-27 00:00:00,4707,22588,3049380,1.067658645838712,3255696
5069,2019-11-28 00:00:00,4707,22588,3049380,1.060278985955612,3233193
5070,2019-11-29 00:00:00,4708,22593,3050055,1.0813277325688522,3298109
5071,2019-11-30 00:00:00,4708,22593,3050055,1.1220443101784965,3422296
5072,2019-12-01 00:00:00,4709,22598,3050730,1.116595074640408,3406430
5073,2019-12-02 00:00:00,4709,22598,3050730,1.0685269449040056,3259787
5074,2019-12-03 00:00:00,4709,22598,3050730,1.058894854997645,3230402
5075,2019-12-04 00:00:00,4710,22603,3051405,1.0836054649588718,3306519
5076,2019-12-05 00:00:00,4710,22603,3051405,1.1062199093915828,3375524
5077,2019-12-06 00:00:00,4710,22603,3051405,1.1001910888419877,3357128
5078,2019-12-07 00:00:00,4711,22608,3052080,1.125494099509094,3435098
5079,2019-12-08 00:00:00,4711,22608,3052080,1.075960038843664,3283916
5080,2019-12-09 00:00:00,4712,22612,3052620,1.095493431414018,3344125
5081,2019-12-10 00:00:00,4713,22617,3053295,1.0782625307932283,3292253
5082,2019-12-11 00:00:00,4713,22617,3053295,1.0561327317791336,3224684
5083,2019-12-12 00:00:00,4714,22622,3053970,1.0933753662326595,3339135
5084,2019-12-13 00:00:00,4715,22627,3054645,1.069181644663016,3265970
5085,2019-12-14 00:00:00,4716,22632,3055320,1.1203886934620972,3423145
5086,2019-12-15 00:00:00,4716,22632,3055320,1.0864544317693177,3319465
5087,2019-12-16 00:00:00,4717,22636,3055860,1.0631815497226065,3248933
5088,2019-12-17 00:00:00,4717,22636,3055860,1.0884573155299486,3326173
5089,2019-12-18 00:00:00,4719,22646,3057210,1.0594143056878016,3238852
5090,2019-12-19 00:00:00,4719,22646,3057210,1.0554711383184534,3226796
5091,2019-12-20 00:00:00,4719,22646,3057210,1.0435054037011733,3190215
5092,2019-12-21 00:00:00,4720,22651,3057885,1.075902111234288,3289984
5093,2019-12-22 00:00:00,4720,22651,3057885,1.0800872976921092,3302782
5094,2019-12-23 00:00:00,4721,22656,3058560,1.1127786459808895,3403500
5095,2019-12-24 00:00:00,4721,22656,3058560,1.0861417987459716,3322029
5096,2019-12-25 00:00:00,4721,22656,3058560,1.0578959617491277,3235638
5097,2019-12-26 00:00:00,4721,22656,3058560,1.1287084699410002,3452222
5098,2019-12-27 00:00:00,4723,22665,3059775,1.0600513034730878,3243518
5099,2019-12-28 00:00:00,4723,22665,3059775,1.0815751536776566,3309376
5100,2019-12-29 00:00:00,4724,22670,3060450,1.1207453409045554,3429985
5101,2019-12-30 00:00:00,4725,22675,3061125,1.093252358675524,3346582
5102,2019-12-31 00:00:00,4726,22680,3061800,1.045564791544214,3201310
5103,2020-01-01 00:00:00,4728,22689,3063015,1.2047574740363869,3690190
5104,2020-01-02 00:00:00,4728,22689,3063015,1.17525256877187,3599816
5105,2020-01-03 00:00:00,4728,22689,3063015,1.1876753501059585,3637867
5106,2020-01-04 00:00:00,4729,22694,3063690,1.1791658724294871,3612598
5107,2020-01-05 00:00:00,4730,22699,3064365,1.1474931800483783,3516337
5108,2020-01-06 00:00:00,4730,22699,3064365,1.1926554198568793,3654731
5109,2020-01-07 00:00:00,4730,22699,3064365,1.1930468215826828,3655930
5110,2020-01-08 00:00:00,4730,22699,3064365,1.1459633397623126,3511649
5111,2020-01-09 00:00:00,4730,22699,3064365,1.1814588955293943,3620421
5112,2020-01-10 00:00:00,4730,22699,3064365,1.185032723208396,3631372
5113,2020-01-11 00:00:00,4731,22704,3065040,1.198103404047619,3672234
5114,2020-01-12 00:00:00,4731,22704,3065040,1.193712150219485,3658775
5115,2020-01-13 00:00:00,4732,22708,3065580,1.133707105693184,3475469
5116,2020-01-14 00:00:00,4732,22708,3065580,1.1204848849532008,3434936
5117,2020-01-15 00:00:00,4734,22718,3066930,1.1305664133554825,3467368
5118,2020-01-16 00:00:00,4734,22718,3066930,1.1695835508002743,3587030
5119,2020-01-17 00:00:00,4735,22723,3067605,1.1529490168368122,3536792
5120,2020-01-18 00:00:00,4735,22723,3067605,1.1204624098845353,3437136
5121,2020-01-19 00:00:00,4736,22728,3068280,1.193204067963372,3661084
5122,2020-01-20 00:00:00,4737,22732,3068820,1.203024855323331,3691866
